employee_id,score,pillar_code,year
EMP100483,,STO,2021
EMP100484,,STO,2021
EMP100485,,STO,2021
EMP100486,,STO,2021
EMP100487,3,STO,2021
EMP100488,3,STO,2021
EMP100489,,STO,2021
EMP100490,5,STO,2021
EMP100491,,STO,2021
EMP100492,3,STO,2021
EMP100493,3,STO,2021
EMP100494,,STO,2021
EMP100495,3,STO,2021
EMP100496,,STO,2021
EMP100497,3,STO,2021
EMP100498,3,STO,2021
EMP100499,5,STO,2021
EMP100500,,STO,2021
EMP100501,,STO,2021
EMP100502,1,STO,2021
EMP100503,1,STO,2021
EMP100504,1,STO,2021
EMP100505,4,STO,2021
EMP100506,2,STO,2021
EMP100507,4,STO,2021
EMP100508,4,STO,2021
EMP100509,,STO,2021
EMP100510,2,STO,2021
EMP100511,4,STO,2021
EMP100512,4,STO,2021
EMP100513,,STO,2021
EMP100514,2,STO,2021
EMP100515,1,STO,2021
EMP100516,3,STO,2021
EMP100517,3,STO,2021
EMP100518,2,STO,2021
EMP100519,3,STO,2021
EMP100520,2,STO,2021
EMP100521,4,STO,2021
EMP100522,2,STO,2021
EMP100523,2,STO,2021
EMP100524,,STO,2021
EMP100525,2,STO,2021
EMP100526,5,STO,2021
EMP100527,3,STO,2021
EMP100528,,STO,2021
EMP100529,3,STO,2021
EMP100530,5,STO,2021
EMP100531,,STO,2021
EMP100532,5,STO,2021
EMP100533,,STO,2021
EMP100534,,STO,2021
EMP100535,3,STO,2021
EMP100536,2,STO,2021
EMP100537,1,STO,2021
EMP100538,3,STO,2021
EMP100539,,STO,2021
EMP100540,5,STO,2021
EMP100541,4,STO,2021
EMP100542,2,STO,2021
EMP100543,5,STO,2021
EMP100544,2,STO,2021
EMP100545,2,STO,2021
EMP100546,2,STO,2021
EMP100547,3,STO,2021
EMP100548,2,STO,2021
EMP100549,,STO,2021
EMP100550,5,STO,2021
EMP100551,4,STO,2021
EMP100552,1,STO,2021
EMP100553,5,STO,2021
EMP100554,2,STO,2021
EMP100555,,STO,2021
EMP100556,3,STO,2021
EMP100557,,STO,2021
EMP100558,2,STO,2021
EMP100559,3,STO,2021
EMP100560,2,STO,2021
EMP100561,,STO,2021
EMP100562,5,STO,2021
EMP100563,,STO,2021
EMP100564,4,STO,2021
EMP100565,3,STO,2021
EMP100566,4,STO,2021
EMP100567,4,STO,2021
EMP100568,3,STO,2021
EMP100569,1,STO,2021
EMP100570,2,STO,2021
EMP100571,1,STO,2021
EMP100572,3,STO,2021
EMP100573,,STO,2021
EMP100574,3,STO,2021
EMP100575,,STO,2021
EMP100576,3,STO,2021
EMP100577,5,STO,2021
EMP100578,4,STO,2021
EMP100579,3,STO,2021
EMP100580,3,STO,2021
EMP100581,3,STO,2021
EMP100582,4,STO,2021
EMP100583,1,STO,2021
EMP100584,2,STO,2021
EMP100585,,STO,2021
EMP100586,2,STO,2021
EMP100587,3,STO,2021
EMP100588,2,STO,2021
EMP100589,3,STO,2021
EMP100590,1,STO,2021
EMP100591,,STO,2021
EMP100592,4,STO,2021
EMP100593,,STO,2021
EMP100594,2,STO,2021
EMP100595,4,STO,2021
EMP100596,4,STO,2021
EMP100597,5,STO,2021
EMP100598,3,STO,2021
EMP100599,,STO,2021
EMP100600,,STO,2021
EMP100601,1,STO,2021
EMP100602,2,STO,2021
EMP100603,5,STO,2021
EMP100604,,STO,2021
EMP100605,,STO,2021
EMP100606,5,STO,2021
EMP100607,2,STO,2021
EMP100608,,STO,2021
EMP100609,3,STO,2021
EMP100610,3,STO,2021
EMP100611,3,STO,2021
EMP100612,3,STO,2021
EMP100613,2,STO,2021
EMP100614,3,STO,2021
EMP100615,4,STO,2021
EMP100616,4,STO,2021
EMP100617,1,STO,2021
EMP100618,3,STO,2021
EMP100619,3,STO,2021
EMP100620,1,STO,2021
EMP100621,5,STO,2021
EMP100622,,STO,2021
EMP100623,2,STO,2021
EMP100624,4,STO,2021
EMP100625,4,STO,2021
EMP100626,,STO,2021
EMP100627,,STO,2021
EMP100628,,STO,2021
EMP100629,3,STO,2021
EMP100630,,STO,2021
EMP100631,4,STO,2021
EMP100632,5,STO,2021
EMP100633,,STO,2021
EMP100634,2,STO,2021
EMP100635,,STO,2021
EMP100636,2,STO,2021
EMP100637,4,STO,2021
EMP100638,4,STO,2021
EMP100639,3,STO,2021
EMP100640,,STO,2021
EMP100641,2,STO,2021
EMP100642,4,STO,2021
EMP100643,3,STO,2021
EMP100644,5,STO,2021
EMP100645,4,STO,2021
EMP100646,5,STO,2021
EMP100647,5,STO,2021
EMP100648,3,STO,2021
EMP100649,3,STO,2021
EMP100650,0,STO,2021
EMP100651,4,STO,2021
EMP100652,5,STO,2021
EMP100653,,STO,2021
EMP100654,3,STO,2021
EMP100655,5,STO,2021
EMP100656,4,STO,2021
EMP100657,3,STO,2021
EMP100658,3,STO,2021
EMP100659,4,STO,2021
EMP100660,5,STO,2021
EMP100661,3,STO,2021
EMP100662,5,STO,2021
EMP100663,3,STO,2021
EMP100664,,STO,2021
EMP100665,,STO,2021
EMP100666,3,STO,2021
EMP100667,4,STO,2021
EMP100668,,STO,2021
EMP100669,3,STO,2021
EMP100670,,STO,2021
EMP100671,2,STO,2021
EMP100672,2,STO,2021
EMP100673,,STO,2021
EMP100674,4,STO,2021
EMP100675,5,STO,2021
EMP100676,1,STO,2021
EMP100677,,STO,2021
EMP100678,,STO,2021
EMP100679,2,STO,2021
EMP100680,3,STO,2021
EMP100681,5,STO,2021
EMP100682,2,STO,2021
EMP100683,2,STO,2021
EMP100684,5,STO,2021
EMP100685,3,STO,2021
EMP100686,,STO,2021
EMP100687,4,STO,2021
EMP100688,3,STO,2021
EMP100689,,STO,2021
EMP100690,4,STO,2021
EMP100691,4,STO,2021
EMP100692,3,STO,2021
EMP100693,2,STO,2021
EMP100694,,STO,2021
EMP100695,,STO,2021
EMP100696,2,STO,2021
EMP100697,4,STO,2021
EMP100698,,STO,2021
EMP100699,,STO,2021
EMP100700,4,STO,2021
EMP100701,3,STO,2021
EMP100702,3,STO,2021
EMP100703,2,STO,2021
EMP100704,2,STO,2021
EMP100705,3,STO,2021
EMP100706,3,STO,2021
EMP100707,2,STO,2021
EMP100708,5,STO,2021
EMP100709,4,STO,2021
EMP100710,5,STO,2021
EMP100711,,STO,2021
EMP100712,2,STO,2021
EMP100713,1,STO,2021
EMP100714,4,STO,2021
EMP100715,2,STO,2021
EMP100716,3,STO,2021
EMP100717,4,STO,2021
EMP100718,3,STO,2021
EMP100719,,STO,2021
EMP100720,,STO,2021
EMP100721,4,STO,2021
EMP100722,4,STO,2021
EMP100723,5,STO,2021
EMP100724,5,STO,2021
EMP100725,5,STO,2021
EMP100726,2,STO,2021
EMP100727,3,STO,2021
EMP100728,3,STO,2021
EMP100729,5,STO,2021
EMP100730,3,STO,2021
EMP100731,,STO,2021
EMP100732,4,STO,2021
EMP100733,4,STO,2021
EMP100734,,STO,2021
EMP100735,3,STO,2021
EMP100736,,STO,2021
EMP100737,,STO,2021
EMP100738,3,STO,2021
EMP100739,1,STO,2021
EMP100740,3,STO,2021
EMP100741,4,STO,2021
EMP100742,3,STO,2021
EMP100743,,STO,2021
EMP100744,,STO,2021
EMP100745,4,STO,2021
EMP100746,5,STO,2021
EMP100747,4,STO,2021
EMP100748,3,STO,2021
EMP100749,4,STO,2021
EMP100750,3,STO,2021
EMP100751,4,STO,2021
EMP100752,,STO,2021
EMP100753,,STO,2021
EMP100754,2,STO,2021
EMP100755,5,STO,2021
EMP100756,4,STO,2021
EMP100757,4,STO,2021
EMP100758,5,STO,2021
EMP100759,4,STO,2021
EMP100760,3,STO,2021
EMP100761,4,STO,2021
EMP100762,5,STO,2021
EMP100763,3,STO,2021
EMP100764,,STO,2021
EMP100765,1,STO,2021
EMP100766,,STO,2021
EMP100767,3,STO,2021
EMP100768,4,STO,2021
EMP100769,4,STO,2021
EMP100770,3,STO,2021
EMP100771,4,STO,2021
EMP100772,2,STO,2021
EMP100773,,STO,2021
EMP100774,4,STO,2021
EMP100775,2,STO,2021
EMP100776,1,STO,2021
EMP100777,4,STO,2021
EMP100778,3,STO,2021
EMP100779,4,STO,2021
EMP100780,,STO,2021
EMP100781,,STO,2021
EMP100782,4,STO,2021
EMP100783,1,STO,2021
EMP100784,1,STO,2021
EMP100785,3,STO,2021
EMP100786,2,STO,2021
EMP100787,3,STO,2021
EMP100788,2,STO,2021
EMP100789,,STO,2021
EMP100790,3,STO,2021
EMP100791,4,STO,2021
EMP100792,,STO,2021
EMP100793,4,STO,2021
EMP100794,,STO,2021
EMP100795,4,STO,2021
EMP100796,4,STO,2021
EMP100797,3,STO,2021
EMP100798,2,STO,2021
EMP100799,1,STO,2021
EMP100800,,STO,2021
EMP100801,,STO,2021
EMP100802,4,STO,2021
EMP100803,,STO,2021
EMP100804,,STO,2021
EMP100805,1,STO,2021
EMP100806,,STO,2021
EMP100807,2,STO,2021
EMP100808,4,STO,2021
EMP100809,5,STO,2021
EMP100810,3,STO,2021
EMP100811,,STO,2021
EMP100812,4,STO,2021
EMP100813,4,STO,2021
EMP100814,1,STO,2021
EMP100815,4,STO,2021
EMP100816,1,STO,2021
EMP100817,2,STO,2021
EMP100818,3,STO,2021
EMP100819,3,STO,2021
EMP100820,,STO,2021
EMP100821,,STO,2021
EMP100822,3,STO,2021
EMP100823,,STO,2021
EMP100824,,STO,2021
EMP100825,,STO,2021
EMP100826,2,STO,2021
EMP100827,5,STO,2021
EMP100828,,STO,2021
EMP100829,4,STO,2021
EMP100830,,STO,2021
EMP100831,4,STO,2021
EMP100832,,STO,2021
EMP100833,,STO,2021
EMP100834,,STO,2021
EMP100835,5,STO,2021
EMP100836,1,STO,2021
EMP100837,,STO,2021
EMP100838,2,STO,2021
EMP100839,,STO,2021
EMP100840,2,STO,2021
EMP100841,4,STO,2021
EMP100842,4,STO,2021
EMP100843,2,STO,2021
EMP100844,5,STO,2021
EMP100845,5,STO,2021
EMP100846,2,STO,2021
EMP100847,2,STO,2021
EMP100848,2,STO,2021
EMP100849,2,STO,2021
EMP100850,4,STO,2021
EMP100851,5,STO,2021
EMP100852,3,STO,2021
EMP100853,2,STO,2021
EMP100854,2,STO,2021
EMP100855,,STO,2021
EMP100856,5,STO,2021
EMP100857,2,STO,2021
EMP100858,3,STO,2021
EMP100859,,STO,2021
EMP100860,4,STO,2021
EMP100861,2,STO,2021
EMP100862,2,STO,2021
EMP100863,,STO,2021
EMP100864,4,STO,2021
EMP100865,,STO,2021
EMP100866,4,STO,2021
EMP100867,3,STO,2021
EMP100868,1,STO,2021
EMP100869,1,STO,2021
EMP100870,3,STO,2021
EMP100871,,STO,2021
EMP100872,,STO,2021
EMP100873,,STO,2021
EMP100874,4,STO,2021
EMP100875,3,STO,2021
EMP100876,3,STO,2021
EMP100877,1,STO,2021
EMP100878,3,STO,2021
EMP100879,,STO,2021
EMP100880,4,STO,2021
EMP100881,,STO,2021
EMP100882,,STO,2021
EMP100883,4,STO,2021
EMP100884,4,STO,2021
EMP100885,3,STO,2021
EMP100886,4,STO,2021
EMP100887,4,STO,2021
EMP100888,4,STO,2021
EMP100889,4,STO,2021
EMP100890,,STO,2021
EMP100891,4,STO,2021
EMP100892,,STO,2021
EMP100893,4,STO,2021
EMP100894,,STO,2021
EMP100895,2,STO,2021
EMP100896,3,STO,2021
EMP100897,1,STO,2021
EMP100898,4,STO,2021
EMP100899,2,STO,2021
EMP100900,2,STO,2021
EMP100901,5,STO,2021
EMP100902,3,STO,2021
EMP100903,3,STO,2021
EMP100904,,STO,2021
EMP100905,4,STO,2021
EMP100906,3,STO,2021
EMP100907,4,STO,2021
EMP100908,3,STO,2021
EMP100909,2,STO,2021
EMP100910,3,STO,2021
EMP100911,,STO,2021
EMP100912,4,STO,2021
EMP100913,4,STO,2021
EMP100914,3,STO,2021
EMP100915,3,STO,2021
EMP100916,2,STO,2021
EMP100917,2,STO,2021
EMP100918,5,STO,2021
EMP100919,,STO,2021
EMP100920,,STO,2021
EMP100921,,STO,2021
EMP100922,3,STO,2021
EMP100923,,STO,2021
EMP100924,3,STO,2021
EMP100925,3,STO,2021
EMP100926,3,STO,2021
EMP100927,3,STO,2021
EMP100928,4,STO,2021
EMP100929,2,STO,2021
EMP100930,3,STO,2021
EMP100931,3,STO,2021
EMP100932,5,STO,2021
EMP100933,,STO,2021
EMP100934,,STO,2021
EMP100935,3,STO,2021
EMP100936,,STO,2021
EMP100937,1,STO,2021
EMP100938,3,STO,2021
EMP100939,4,STO,2021
EMP100940,,STO,2021
EMP100941,4,STO,2021
EMP100942,3,STO,2021
EMP100943,4,STO,2021
EMP100944,3,STO,2021
EMP100945,2,STO,2021
EMP100946,2,STO,2021
EMP100947,2,STO,2021
EMP100948,4,STO,2021
EMP100949,,STO,2021
EMP100950,2,STO,2021
EMP100951,,STO,2021
EMP100952,,STO,2021
EMP100953,2,STO,2021
EMP100954,,STO,2021
EMP100955,2,STO,2021
EMP100956,5,STO,2021
EMP100957,5,STO,2021
EMP100958,1,STO,2021
EMP100959,3,STO,2021
EMP100960,,STO,2021
EMP100961,,STO,2021
EMP100962,3,STO,2021
EMP100963,4,STO,2021
EMP100964,4,STO,2021
EMP100965,4,STO,2021
EMP100966,,STO,2021
EMP100967,3,STO,2021
EMP100968,1,STO,2021
EMP100969,3,STO,2021
EMP100970,4,STO,2021
EMP100971,,STO,2021
EMP100972,3,STO,2021
EMP100973,4,STO,2021
EMP100974,4,STO,2021
EMP100975,5,STO,2021
EMP100976,5,STO,2021
EMP100977,3,STO,2021
EMP100978,,STO,2021
EMP100979,1,STO,2021
EMP100980,2,STO,2021
EMP100981,4,STO,2021
EMP100982,,STO,2021
EMP100983,4,STO,2021
EMP100984,4,STO,2021
EMP100985,2,STO,2021
EMP100986,5,STO,2021
EMP100987,3,STO,2021
EMP100988,5,STO,2021
EMP100989,2,STO,2021
EMP100990,3,STO,2021
EMP100991,3,STO,2021
EMP100992,4,STO,2021
EMP100993,3,STO,2021
EMP100994,3,STO,2021
EMP100995,4,STO,2021
EMP100996,2,STO,2021
EMP100997,3,STO,2021
EMP100998,4,STO,2021
EMP100999,,STO,2021
EMP101000,3,STO,2021
EMP101001,1,STO,2021
EMP101002,3,STO,2021
EMP101003,2,STO,2021
EMP101004,4,STO,2021
EMP101005,2,STO,2021
EMP101006,1,STO,2021
EMP101007,3,STO,2021
EMP101008,3,STO,2021
EMP101009,4,STO,2021
EMP101010,6,STO,2021
EMP101011,3,STO,2021
EMP101012,3,STO,2021
EMP101013,4,STO,2021
EMP101014,5,STO,2021
EMP101015,4,STO,2021
EMP101016,1,STO,2021
EMP101017,,STO,2021
EMP101018,2,STO,2021
EMP101019,5,STO,2021
EMP101020,4,STO,2021
EMP101021,,STO,2021
EMP101022,3,STO,2021
EMP101023,4,STO,2021
EMP101024,5,STO,2021
EMP101025,2,STO,2021
EMP101026,4,STO,2021
EMP101027,2,STO,2021
EMP101028,2,STO,2021
EMP101029,3,STO,2021
EMP101030,2,STO,2021
EMP101031,4,STO,2021
EMP101032,2,STO,2021
EMP101033,4,STO,2021
EMP101034,3,STO,2021
EMP101035,3,STO,2021
EMP101036,,STO,2021
EMP101037,,STO,2021
EMP101038,3,STO,2021
EMP101039,3,STO,2021
EMP101040,3,STO,2021
EMP101041,,STO,2021
EMP101042,,STO,2021
EMP101043,3,STO,2021
EMP101044,4,STO,2021
EMP101045,3,STO,2021
EMP101046,,STO,2021
EMP101047,3,STO,2021
EMP101048,4,STO,2021
EMP101049,5,STO,2021
EMP101050,,STO,2021
EMP101051,5,STO,2021
EMP101052,,STO,2021
EMP101053,4,STO,2021
EMP101054,,STO,2021
EMP101055,4,STO,2021
EMP101056,2,STO,2021
EMP101057,5,STO,2021
EMP101058,1,STO,2021
EMP101059,3,STO,2021
EMP101060,2,STO,2021
EMP101061,5,STO,2021
EMP101062,,STO,2021
EMP101063,0,STO,2021
EMP101064,2,STO,2021
EMP101065,,STO,2021
EMP101066,2,STO,2021
EMP101067,,STO,2021
EMP101068,4,STO,2021
EMP101069,1,STO,2021
EMP101070,2,STO,2021
EMP101071,3,STO,2021
EMP101072,,STO,2021
EMP101073,4,STO,2021
EMP101074,2,STO,2021
EMP101075,5,STO,2021
EMP101076,4,STO,2021
EMP101077,3,STO,2021
EMP101078,2,STO,2021
EMP101079,,STO,2021
EMP101080,3,STO,2021
EMP101081,3,STO,2021
EMP101082,4,STO,2021
EMP101083,5,STO,2021
EMP101084,4,STO,2021
EMP101085,5,STO,2021
EMP101086,,STO,2021
EMP101087,3,STO,2021
EMP101088,3,STO,2021
EMP101089,1,STO,2021
EMP101090,3,STO,2021
EMP101091,,STO,2021
EMP101092,2,STO,2021
EMP101093,4,STO,2021
EMP101094,4,STO,2021
EMP101095,,STO,2021
EMP101096,3,STO,2021
EMP101097,5,STO,2021
EMP101098,3,STO,2021
EMP101099,1,STO,2021
EMP101100,4,STO,2021
EMP101101,,STO,2021
EMP101102,2,STO,2021
EMP101103,,STO,2021
EMP101104,4,STO,2021
EMP101105,5,STO,2021
EMP101106,3,STO,2021
EMP101107,1,STO,2021
EMP101108,,STO,2021
EMP101109,5,STO,2021
EMP101110,2,STO,2021
EMP101111,4,STO,2021
EMP101112,3,STO,2021
EMP101113,3,STO,2021
EMP101114,2,STO,2021
EMP101115,4,STO,2021
EMP101116,4,STO,2021
EMP101117,2,STO,2021
EMP101118,,STO,2021
EMP101119,2,STO,2021
EMP101120,5,STO,2021
EMP101121,1,STO,2021
EMP101122,3,STO,2021
EMP101123,,STO,2021
EMP101124,3,STO,2021
EMP101125,,STO,2021
EMP101126,4,STO,2021
EMP101127,3,STO,2021
EMP101128,3,STO,2021
EMP101129,4,STO,2021
EMP101130,2,STO,2021
EMP101131,3,STO,2021
EMP101132,1,STO,2021
EMP101133,3,STO,2021
EMP101134,4,STO,2021
EMP101135,5,STO,2021
EMP101136,3,STO,2021
EMP101137,4,STO,2021
EMP101138,2,STO,2021
EMP101139,5,STO,2021
EMP101140,2,STO,2021
EMP101141,5,STO,2021
EMP101142,2,STO,2021
EMP101143,4,STO,2021
EMP101144,3,STO,2021
EMP101145,2,STO,2021
EMP101146,,STO,2021
EMP101147,4,STO,2021
EMP101148,2,STO,2021
EMP101149,5,STO,2021
EMP101150,3,STO,2021
EMP101151,2,STO,2021
EMP101152,1,STO,2021
EMP101153,3,STO,2021
EMP101154,2,STO,2021
EMP101155,4,STO,2021
EMP101156,2,STO,2021
EMP101157,1,STO,2021
EMP101158,3,STO,2021
EMP101159,4,STO,2021
EMP101160,3,STO,2021
EMP101161,,STO,2021
EMP101162,,STO,2021
EMP101163,3,STO,2021
EMP101164,2,STO,2021
EMP101165,,STO,2021
EMP101166,3,STO,2021
EMP101167,4,STO,2021
EMP101168,2,STO,2021
EMP101169,4,STO,2021
EMP101170,,STO,2021
EMP101171,4,STO,2021
EMP101172,2,STO,2021
EMP101173,3,STO,2021
EMP101174,2,STO,2021
EMP101175,3,STO,2021
EMP101176,3,STO,2021
EMP101177,3,STO,2021
EMP101178,1,STO,2021
EMP101179,2,STO,2021
EMP101180,5,STO,2021
EMP101181,5,STO,2021
EMP101182,,STO,2021
EMP101183,2,STO,2021
EMP101184,2,STO,2021
EMP101185,,STO,2021
EMP101186,,STO,2021
EMP101187,1,STO,2021
EMP101188,4,STO,2021
EMP101189,3,STO,2021
EMP101190,,STO,2021
EMP101191,,STO,2021
EMP101192,1,STO,2021
EMP101193,3,STO,2021
EMP101194,4,STO,2021
EMP101195,,STO,2021
EMP101196,,STO,2021
EMP101197,2,STO,2021
EMP101198,4,STO,2021
EMP101199,1,STO,2021
EMP101200,3,STO,2021
EMP101201,3,STO,2021
EMP101202,,STO,2021
EMP101203,,STO,2021
EMP101204,4,STO,2021
EMP101205,3,STO,2021
EMP101206,2,STO,2021
EMP101207,5,STO,2021
EMP101208,,STO,2021
EMP101209,,STO,2021
EMP101210,3,STO,2021
EMP101211,3,STO,2021
EMP101212,5,STO,2021
EMP101213,4,STO,2021
EMP101214,3,STO,2021
EMP101215,,STO,2021
EMP101216,,STO,2021
EMP101217,4,STO,2021
EMP101218,2,STO,2021
EMP101219,3,STO,2021
EMP101220,3,STO,2021
EMP101221,5,STO,2021
EMP101222,4,STO,2021
EMP101223,,STO,2021
EMP101224,5,STO,2021
EMP101225,4,STO,2021
EMP101226,4,STO,2021
EMP101227,2,STO,2021
EMP101228,1,STO,2021
EMP101229,5,STO,2021
EMP101230,4,STO,2021
EMP101231,4,STO,2021
EMP101232,6,STO,2021
EMP101233,3,STO,2021
EMP101234,2,STO,2021
EMP101235,,STO,2021
EMP101236,,STO,2021
EMP101237,5,STO,2021
EMP101238,,STO,2021
EMP101239,3,STO,2021
EMP101240,,STO,2021
EMP101241,3,STO,2021
EMP101242,3,STO,2021
EMP101243,,STO,2021
EMP101244,3,STO,2021
EMP101245,2,STO,2021
EMP101246,2,STO,2021
EMP101247,4,STO,2021
EMP101248,5,STO,2021
EMP101249,2,STO,2021
EMP101250,4,STO,2021
EMP101251,,STO,2021
EMP101252,2,STO,2021
EMP101253,3,STO,2021
EMP101254,1,STO,2021
EMP101255,3,STO,2021
EMP101256,4,STO,2021
EMP101257,1,STO,2021
EMP101258,3,STO,2021
EMP101259,4,STO,2021
EMP101260,4,STO,2021
EMP101261,,STO,2021
EMP101262,3,STO,2021
EMP101263,,STO,2021
EMP101264,4,STO,2021
EMP101265,4,STO,2021
EMP101266,3,STO,2021
EMP101267,3,STO,2021
EMP101268,2,STO,2021
EMP101269,,STO,2021
EMP101270,,STO,2021
EMP101271,3,STO,2021
EMP101272,1,STO,2021
EMP101273,3,STO,2021
EMP101274,4,STO,2021
EMP101275,3,STO,2021
EMP101276,5,STO,2021
EMP101277,,STO,2021
EMP101278,4,STO,2021
EMP101279,5,STO,2021
EMP101280,1,STO,2021
EMP101281,2,STO,2021
EMP101282,,STO,2021
EMP101283,5,STO,2021
EMP101284,2,STO,2021
EMP101285,2,STO,2021
EMP101286,4,STO,2021
EMP101287,1,STO,2021
EMP101288,3,STO,2021
EMP101289,,STO,2021
EMP101290,5,STO,2021
EMP101291,2,STO,2021
EMP101292,,STO,2021
EMP101293,5,STO,2021
EMP101294,,STO,2021
EMP101295,5,STO,2021
EMP101296,3,STO,2021
EMP101297,2,STO,2021
EMP101298,,STO,2021
EMP101299,3,STO,2021
EMP101300,,STO,2021
EMP101301,,STO,2021
EMP101302,,STO,2021
EMP101303,3,STO,2021
EMP101304,1,STO,2021
EMP101305,5,STO,2021
EMP101306,2,STO,2021
EMP101307,4,STO,2021
EMP101308,4,STO,2021
EMP101309,3,STO,2021
EMP101310,2,STO,2021
EMP101311,4,STO,2021
EMP101312,3,STO,2021
EMP101313,2,STO,2021
EMP101314,3,STO,2021
EMP101315,4,STO,2021
EMP101316,2,STO,2021
EMP101317,6,STO,2021
EMP101318,2,STO,2021
EMP101319,4,STO,2021
EMP101320,3,STO,2021
EMP101321,4,STO,2021
EMP101322,3,STO,2021
EMP101323,3,STO,2021
EMP101324,2,STO,2021
EMP101325,3,STO,2021
EMP101326,3,STO,2021
EMP101327,,STO,2021
EMP101328,,STO,2021
EMP101329,3,STO,2021
EMP101330,,STO,2021
EMP101331,4,STO,2021
EMP101332,3,STO,2021
EMP101333,2,STO,2021
EMP101334,4,STO,2021
EMP101335,2,STO,2021
EMP101336,5,STO,2021
EMP101337,5,STO,2021
EMP101338,5,STO,2021
EMP101339,,STO,2021
EMP101340,3,STO,2021
EMP101341,4,STO,2021
EMP101342,,STO,2021
EMP101343,,STO,2021
EMP101344,3,STO,2021
EMP101345,3,STO,2021
EMP101346,4,STO,2021
EMP101347,2,STO,2021
EMP101348,,STO,2021
EMP101349,4,STO,2021
EMP101350,3,STO,2021
EMP101351,4,STO,2021
EMP101352,2,STO,2021
EMP101353,2,STO,2021
EMP101354,1,STO,2021
EMP101355,4,STO,2021
EMP101356,,STO,2021
EMP101357,,STO,2021
EMP101358,,STO,2021
EMP101359,1,STO,2021
EMP101360,2,STO,2021
EMP101361,3,STO,2021
EMP101362,2,STO,2021
EMP101363,,STO,2021
EMP101364,5,STO,2021
EMP101365,4,STO,2021
EMP101366,4,STO,2021
EMP101367,4,STO,2021
EMP101368,1,STO,2021
EMP101369,2,STO,2021
EMP101370,5,STO,2021
EMP101371,4,STO,2021
EMP101372,3,STO,2021
EMP101373,4,STO,2021
EMP101374,,STO,2021
EMP101375,2,STO,2021
EMP101376,3,STO,2021
EMP101377,4,STO,2021
EMP101378,2,STO,2021
EMP101379,,STO,2021
EMP101380,3,STO,2021
EMP101381,3,STO,2021
EMP101382,4,STO,2021
EMP101383,,STO,2021
EMP101384,1,STO,2021
EMP101385,,STO,2021
EMP101386,,STO,2021
EMP101387,2,STO,2021
EMP101388,5,STO,2021
EMP101389,3,STO,2021
EMP101390,3,STO,2021
EMP101391,,STO,2021
EMP101392,2,STO,2021
EMP101393,,STO,2021
EMP101394,3,STO,2021
EMP101395,4,STO,2021
EMP101396,,STO,2021
EMP101397,1,STO,2021
EMP101398,2,STO,2021
EMP101399,,STO,2021
EMP101400,,STO,2021
EMP101401,3,STO,2021
EMP101402,3,STO,2021
EMP101403,5,STO,2021
EMP101404,3,STO,2021
EMP101405,2,STO,2021
EMP101406,4,STO,2021
EMP101407,,STO,2021
EMP101408,3,STO,2021
EMP101409,4,STO,2021
EMP101410,2,STO,2021
EMP101411,1,STO,2021
EMP101412,1,STO,2021
EMP101413,3,STO,2021
EMP101414,,STO,2021
EMP101415,3,STO,2021
EMP101416,,STO,2021
EMP101417,4,STO,2021
EMP101418,,STO,2021
EMP101419,,STO,2021
EMP101420,3,STO,2021
EMP101421,4,STO,2021
EMP101422,3,STO,2021
EMP101423,3,STO,2021
EMP101424,,STO,2021
EMP101425,5,STO,2021
EMP101426,,STO,2021
EMP101427,3,STO,2021
EMP101428,4,STO,2021
EMP101429,4,STO,2021
EMP101430,,STO,2021
EMP101431,3,STO,2021
EMP101432,2,STO,2021
EMP101433,3,STO,2021
EMP101434,3,STO,2021
EMP101435,5,STO,2021
EMP101436,5,STO,2021
EMP101437,3,STO,2021
EMP101438,,STO,2021
EMP101439,3,STO,2021
EMP101440,2,STO,2021
EMP101441,2,STO,2021
EMP101442,5,STO,2021
EMP101443,4,STO,2021
EMP101444,4,STO,2021
EMP101445,4,STO,2021
EMP101446,,STO,2021
EMP101447,4,STO,2021
EMP101448,,STO,2021
EMP101449,4,STO,2021
EMP101450,5,STO,2021
EMP101451,2,STO,2021
EMP101452,6,STO,2021
EMP101453,,STO,2021
EMP101454,3,STO,2021
EMP101455,3,STO,2021
EMP101456,5,STO,2021
EMP101457,,STO,2021
EMP101458,,STO,2021
EMP101459,5,STO,2021
EMP101460,3,STO,2021
EMP101461,5,STO,2021
EMP101462,2,STO,2021
EMP101463,,STO,2021
EMP101464,4,STO,2021
EMP101465,,STO,2021
EMP101466,3,STO,2021
EMP101467,4,STO,2021
EMP101468,,STO,2021
EMP101469,3,STO,2021
EMP101470,3,STO,2021
EMP101471,4,STO,2021
EMP101472,5,STO,2021
EMP101473,2,STO,2021
EMP101474,,STO,2021
EMP101475,2,STO,2021
EMP101476,3,STO,2021
EMP101477,,STO,2021
EMP101478,1,STO,2021
EMP101479,,STO,2021
EMP101480,3,STO,2021
EMP101481,4,STO,2021
EMP101482,4,STO,2021
EMP101483,1,STO,2021
EMP101484,,STO,2021
EMP101485,3,STO,2021
EMP101486,,STO,2021
EMP101487,4,STO,2021
EMP101488,,STO,2021
EMP101489,3,STO,2021
EMP101490,3,STO,2021
EMP101491,2,STO,2021
EMP101492,4,STO,2021
EMP101493,2,STO,2021
EMP101494,4,STO,2021
EMP101495,,STO,2021
EMP101496,1,STO,2021
EMP101497,3,STO,2021
