employee_id,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki
EMP100809,44,46,SI,Steadiness-Influencer,INTP,95,15,1
EMP100810,81,99,ID,Influencer-Dominant,ESFJ,,,8
EMP100811,50,70,IC,Influencer-Conscientious,,113,36,6
EMP100812,82,33,CS,Conscientious-Steadiness,INFP,110,26,3
EMP100813,66,80,SI,Steadiness-Influencer,INFJ,80,25,3
EMP100814,84,66,,Conscientious-Steadiness,ENTP,94,38,5
EMP100815,60,69,IS,Influencer-Steadiness,ENTJ,135,26,9
EMP100816,56,64,CI,Conscientious-Influencer,ISTJ,,,5
EMP100817,85,21,SI,Steadiness-Influencer,ISFJ,140,19,6
EMP100818,83,61,CS,Conscientious-Steadiness,INTP,124,29,1
EMP100819,29,87,IC,Influencer-Conscientious,,103,25,10
EMP100820,83,63,SI,Steadiness-Influencer,ENFP,98,14,7
EMP100821,69,59,ID,Influencer-Dominant,INFJ,132,36,2
EMP100822,50,46,SD,Steadiness-Dominant,ESTP,95,28,6
EMP100823,43,97,DI,Dominant-Influencer,ESTP,123,23,1
EMP100824,27,31,DI,Dominant-Influencer,ESFP,127,30,8
EMP100825,69,99,CI,Conscientious-Influencer,INTJ,135,34,8
EMP100826,93,67,ID,Influencer-Dominant,INTP,125,25,1
EMP100827,35,79,DC,Dominant-Conscientious,ESFP,118,13,4
EMP100828,55,37,IS,Influencer-Steadiness,INFJ,92,37,3
EMP100829,93,41,DS,Dominant-Steadiness,INTP,109,31,2
EMP100830,36,87,DI,Dominant-Influencer,ISFJ,132,20,8
EMP100831,66,46,CS,Conscientious-Steadiness,INFJ,96,35,8
EMP100832,83,59,CI,Conscientious-Influencer,ESTP,,,3
EMP100833,52,52,CS,Conscientious-Steadiness,ENTJ,104,27,9
EMP100834,84,63,SD,Steadiness-Dominant,ESTJ,107,31,10
EMP100835,89,45,,Influencer-Conscientious,ISTJ,,27,6
EMP100836,60,96,SC,Steadiness-Conscientious,ENFJ,105,15,10
EMP100837,47,45,,Conscientious-Dominant,ISFP,126,28,8
EMP100838,73,87,SD,Steadiness-Dominant,ESFJ,135,35,8
EMP100839,63,21,CS,Conscientious-Steadiness,ESFP,125,35,7
EMP100840,20,69,ID,Influencer-Dominant,ENTP,,,6
EMP100841,73,92,DI,Dominant-Influencer,ISFP,96,25,4
EMP100842,56,89,SC,Steadiness-Conscientious,ENTJ,136,26,10
EMP100843,65,30,,Conscientious-Dominant,ESTJ,122,31,3
EMP100844,89,27,CS,Conscientious-Steadiness,ENFP,94,31,8
EMP100845,39,58,SC,Steadiness-Conscientious,INFP,,,10
EMP100846,87,29,CS,Conscientious-Steadiness,ISTJ,108,41,3
EMP100847,77,77,SI,Steadiness-Influencer,ENFJ,106,21,7
EMP100848,33,20,SC,Steadiness-Conscientious,INTP,108,14,6
EMP100849,35,69,DS,Dominant-Steadiness,ESFP,98,23,10
EMP100850,34,57,SC,Steadiness-Conscientious,ISFP,,,1
EMP100851,95,45,ID,Influencer-Dominant,ESTP,137,21,1
EMP100852,83,25,CD,Conscientious-Dominant,ISTP,115,35,8
EMP100853,79,59,SI,Steadiness-Influencer,ISTP,89,29,7
EMP100854,23,46,SC,Steadiness-Conscientious,ESFP,126,21,2
EMP100855,45,28,DI,Dominant-Influencer,ISFP,128,16,1
EMP100856,58,55,,Steadiness-Influencer,ISFP,94,23,3
EMP100857,73,44,SC,Steadiness-Conscientious,INTJ,136,46,4
EMP100858,77,49,ID,Influencer-Dominant,ENFP,135,32,9
EMP100859,65,98,ID,Influencer-Dominant,ESTP,,,1
EMP100860,56,25,DI,Dominant-Influencer,ENFJ,135,25,6
EMP100861,32,26,SD,Steadiness-Dominant,ISFJ,92,27,10
EMP100862,21,36,SI,Steadiness-Influencer,ISFP,106,35,2
EMP100863,22,48,IC,Influencer-Conscientious,ISTJ,89,18,6
EMP100864,54,81,CD,Conscientious-Dominant,ISTJ,133,22,9
EMP100865,79,66,DS,Dominant-Steadiness,ESFJ,122,25,8
EMP100866,34,90,SC,Steadiness-Conscientious,ISTP,132,26,7
EMP100867,72,70,CI,Conscientious-Influencer,INTP,84,28,10
EMP100868,92,88,SD,Steadiness-Dominant,ESTP,117,20,10
EMP100869,93,51,SC,Steadiness-Conscientious,ESFJ,130,28,7
EMP100870,28,35,CD,Conscientious-Dominant,ISTJ,97,25,2
EMP100871,85,89,SC,Steadiness-Conscientious,ESFJ,116,20,7
EMP100872,42,24,ID,Influencer-Dominant,ENFP,101,32,8
EMP100873,38,26,,Dominant-Steadiness,ISFP,,,7
EMP100874,54,53,CS,Conscientious-Steadiness,INFP,,,2
EMP100875,37,96,CD,Conscientious-Dominant,ENTP,125,35,10
EMP100876,75,27,IS,Influencer-Steadiness,ISFP,90,21,4
EMP100877,61,28,CI,Conscientious-Influencer,INFJ,,,4
EMP100878,60,92,CS,Conscientious-Steadiness,,83,25,6
EMP100879,38,56,SC,Steadiness-Conscientious,ENTP,116,17,9
EMP100880,55,67,SI,Steadiness-Influencer,,92,36,5
EMP100881,79,71,DC,Dominant-Conscientious,ISTP,89,30,8
EMP100882,83,39,ID,Influencer-Dominant,ISTJ,,29,4
EMP100883,35,24,CS,Conscientious-Steadiness,ESFJ,,,9
EMP100884,48,76,DC,Dominant-Conscientious,ISTJ,124,30,10
EMP100885,100,42,CD,Conscientious-Dominant,ENTJ,100,40,9
EMP100886,74,44,CD,Conscientious-Dominant,INFJ,112,24,1
EMP100887,95,78,CI,Conscientious-Influencer,INFJ,,,5
EMP100888,34,62,SI,Steadiness-Influencer,ENTJ,112,40,2
EMP100889,64,30,SC,Steadiness-Conscientious,ENFP,102,19,8
EMP100890,31,24,DI,Dominant-Influencer,ISFJ,126,25,2
EMP100891,77,34,CI,Conscientious-Influencer,ESTP,94,29,1
EMP100892,98,68,CS,Conscientious-Steadiness,ENTJ,113,26,5
EMP100893,91,79,IS,Influencer-Steadiness,ESFP,,27,4
EMP100894,44,37,CS,Conscientious-Steadiness,ENTP,137,22,7
EMP100895,62,76,DC,Dominant-Conscientious,INFP,84,29,3
EMP100896,38,79,CD,Conscientious-Dominant,ENTP,82,24,8
EMP100897,20,76,CS,Conscientious-Steadiness,,98,26,3
EMP100898,100,57,DC,Dominant-Conscientious,ENFJ,103,31,3
EMP100899,90,27,DC,Dominant-Conscientious,ISTP,112,35,4
EMP100900,84,48,CS,Conscientious-Steadiness,ISFP,91,30,6
EMP100901,50,85,ID,Influencer-Dominant,ENTJ,83,26,4
EMP100902,34,61,IC,Influencer-Conscientious,ENTP,129,25,10
EMP100903,91,88,DC,Dominant-Conscientious,INTP,115,32,5
EMP100904,75,28,IS,Influencer-Steadiness,INFP,126,30,6
EMP100905,43,32,SD,Steadiness-Dominant,ISTP,125,40,5
EMP100906,89,91,ID,Influencer-Dominant,ESFP,,,4
EMP100907,64,69,DC,Dominant-Conscientious,ESFJ,,,2
EMP100908,54,45,,Conscientious-Steadiness,ESTJ,,,6
EMP100909,35,55,CD,Conscientious-Dominant,,,,6
EMP100910,45,84,CI,Conscientious-Influencer,INTP,111,39,3
EMP100911,67,40,CI,Conscientious-Influencer,ENTJ,87,28,5
EMP100912,96,62,CS,Conscientious-Steadiness,,101,23,4
EMP100913,63,68,ID,Influencer-Dominant,,,29,1
EMP100914,95,38,CI,Conscientious-Influencer,ESFJ,115,30,1
EMP100915,53,92,DC,Dominant-Conscientious,ESFP,,26,5
EMP100916,70,65,DI,Dominant-Influencer,INFJ,95,29,6
EMP100917,72,27,DS,Dominant-Steadiness,ESTJ,85,25,3
EMP100918,94,53,IS,Influencer-Steadiness,ESTJ,137,28,5
EMP100919,69,89,ID,Influencer-Dominant,ENFJ,140,26,5
EMP100920,21,70,DS,Dominant-Steadiness,ENTJ,135,26,8
EMP100921,85,26,,Conscientious-Steadiness,ISFP,,,7
EMP100922,65,66,SC,Steadiness-Conscientious,ISFP,121,31,9
EMP100923,30,82,CD,Conscientious-Dominant,ENFJ,132,18,10
EMP100924,66,69,CD,Conscientious-Dominant,ENFJ,101,36,6
EMP100925,20,72,SD,Steadiness-Dominant,ESTP,134,30,8
EMP100926,32,73,DS,Dominant-Steadiness,ISFP,122,19,6
EMP100927,86,70,,Dominant-Influencer,ENFJ,139,38,9
EMP100928,34,33,,Conscientious-Influencer,ENFP,88,30,6
EMP100929,71,71,IC,Influencer-Conscientious,ISTJ,135,23,6
EMP100930,66,22,SI,Steadiness-Influencer,ESFJ,,,2
EMP100931,33,29,SC,Steadiness-Conscientious,ISFJ,,,7
EMP100932,41,72,CD,Conscientious-Dominant,INFP,,19,3
EMP100933,100,22,CI,Conscientious-Influencer,ESTP,101,28,3
EMP100934,33,39,SI,Steadiness-Influencer,ISFJ,,,10
EMP100935,62,94,CD,Conscientious-Dominant,,140,31,8
EMP100936,92,55,DI,Dominant-Influencer,ENFJ,,,2
EMP100937,77,87,SI,Steadiness-Influencer,ENFJ,,,2
EMP100938,62,64,CI,Conscientious-Influencer,ENFJ,,27,7
EMP100939,57,31,IS,Influencer-Steadiness,ENFP,94,30,1
EMP100940,45,49,DS,Dominant-Steadiness,ESTJ,82,27,5
EMP100941,96,47,IC,Influencer-Conscientious,ENTJ,,,6
EMP100942,30,97,SC,Steadiness-Conscientious,ISFP,99,25,7
EMP100943,38,73,SI,Steadiness-Influencer,ESTP,107,42,2
EMP100944,86,91,CS,Conscientious-Steadiness,,126,26,2
EMP100945,75,23,ID,Influencer-Dominant,,111,30,10
EMP100946,64,57,IC,Influencer-Conscientious,ISTP,,,3
EMP100947,67,82,DS,Dominant-Steadiness,ENTP,89,33,9
EMP100948,86,39,DI,Dominant-Influencer,ENTJ,,,7
EMP100949,44,65,DS,Dominant-Steadiness,ISTP,139,37,4
EMP100950,46,57,DS,Dominant-Steadiness,ENFP,108,40,5
EMP100951,87,73,IS,Influencer-Steadiness,ISFP,140,26,8
EMP100952,41,63,CI,Conscientious-Influencer,ESTP,80,26,1
EMP100953,95,95,CD,Conscientious-Dominant,INFP,,43,3
EMP100954,45,41,SD,Steadiness-Dominant,ESTJ,90,17,10
EMP100955,89,47,DS,Dominant-Steadiness,ISFP,118,32,8
EMP100956,22,80,IC,Influencer-Conscientious,ISFJ,120,16,6
EMP100957,89,47,SI,Steadiness-Influencer,INFJ,90,32,7
EMP100958,55,54,CD,Conscientious-Dominant,ISFP,,,8
EMP100959,29,31,ID,Influencer-Dominant,ENTP,117,26,1
EMP100960,23,30,IC,Influencer-Conscientious,ISFJ,107,42,2
EMP100961,48,90,CS,Conscientious-Steadiness,ISTP,92,30,3
EMP100962,79,61,,Dominant-Influencer,INFJ,135,31,9
EMP100963,66,43,DI,Dominant-Influencer,ISFP,,,4
EMP100964,37,68,,Steadiness-Dominant,INTJ,,,4
EMP100965,51,74,CS,Conscientious-Steadiness,INFP,126,28,1
EMP100966,21,36,ID,Influencer-Dominant,INFP,140,41,2
EMP100967,40,81,DC,Dominant-Conscientious,INTP,99,38,5
EMP100968,60,58,IS,Influencer-Steadiness,ENTP,124,32,2
EMP100969,45,41,IC,Influencer-Conscientious,ISFJ,117,37,7
EMP100970,22,43,DC,Dominant-Conscientious,INTJ,108,32,5
EMP100971,91,89,CI,Conscientious-Influencer,ENFJ,102,38,2
EMP100972,37,66,CS,Conscientious-Steadiness,ESFJ,,,7
EMP100973,58,76,SD,Steadiness-Dominant,ENTJ,114,28,9
EMP100974,35,22,IS,Influencer-Steadiness,INFJ,,,6
EMP100975,36,70,DI,Dominant-Influencer,ISFJ,,38,7
EMP100976,50,99,,Dominant-Influencer,ENTP,92,20,9
EMP100977,28,73,IC,Influencer-Conscientious,ISTJ,,,3
EMP100978,35,84,ID,Influencer-Dominant,INTJ,134,27,10
EMP100979,27,24,SC,Steadiness-Conscientious,ENTP,111,25,8
EMP100980,65,22,SC,Steadiness-Conscientious,ENTP,124,30,2
EMP100981,67,56,IC,Influencer-Conscientious,ISFP,138,28,6
EMP100982,62,21,DC,Dominant-Conscientious,ISTP,94,35,1
EMP100983,48,94,CD,Conscientious-Dominant,INTP,120,26,3
EMP100984,44,64,SC,Steadiness-Conscientious,ESTJ,118,24,6
EMP100985,36,81,SI,Steadiness-Influencer,ISFJ,89,29,6
EMP100986,59,70,DI,Dominant-Influencer,ESTJ,101,16,9
EMP100987,39,26,ID,Influencer-Dominant,ENFJ,,,2
EMP100988,47,23,DS,Dominant-Steadiness,ESTP,116,18,6
EMP100989,92,35,CS,Conscientious-Steadiness,INFP,109,22,5
EMP100990,40,32,DI,Dominant-Influencer,ESTJ,,,3
EMP100991,64,41,CI,Conscientious-Influencer,INFJ,,,9
EMP100992,22,29,,Influencer-Conscientious,ISTJ,,31,10
EMP100993,40,97,DI,Dominant-Influencer,INFJ,127,26,2
EMP100994,62,75,SC,Steadiness-Conscientious,INTJ,136,34,8
EMP100995,35,52,SD,Steadiness-Dominant,ESTJ,117,30,7
EMP100996,98,84,SD,Steadiness-Dominant,ESTJ,106,43,8
EMP100997,85,28,IC,Influencer-Conscientious,ISTP,105,27,8
EMP100998,43,73,,Conscientious-Influencer,ISFJ,102,31,5
EMP100999,45,35,CS,Conscientious-Steadiness,,136,23,2
EMP101000,80,59,ID,Influencer-Dominant,ESFP,116,34,9
EMP101001,54,49,SC,Steadiness-Conscientious,INFJ,119,17,10
EMP101002,26,74,CS,Conscientious-Steadiness,,85,24,9
EMP101003,90,74,,Dominant-Influencer,ISFP,100,29,6
EMP101004,34,28,SC,Steadiness-Conscientious,ISFP,83,32,9
EMP101005,23,75,ID,Influencer-Dominant,,115,17,4
EMP101006,71,40,SI,Steadiness-Influencer,ENFP,132,24,4
EMP101007,82,45,SI,Steadiness-Influencer,ISTJ,85,33,3
EMP101008,63,62,SC,Steadiness-Conscientious,ISFJ,138,17,7
EMP101009,50,42,SD,Steadiness-Dominant,INTJ,88,15,9
EMP101010,63,30,CD,Conscientious-Dominant,INTP,125,35,9
EMP101011,72,48,CD,Conscientious-Dominant,ESFJ,134,28,5
EMP101012,29,85,DC,Dominant-Conscientious,ISTP,,,9
EMP101013,32,86,CS,Conscientious-Steadiness,ENTP,89,32,4
EMP101014,70,28,DC,Dominant-Conscientious,ESTP,130,39,10
EMP101015,56,98,,Influencer-Steadiness,ENFP,118,28,5
EMP101016,85,79,CI,Conscientious-Influencer,INTP,117,20,5
EMP101017,68,93,,Dominant-Influencer,ISFP,140,17,8
EMP101018,56,65,SC,Steadiness-Conscientious,ESFJ,120,27,9
EMP101019,44,68,DI,Dominant-Influencer,ENTP,107,27,9
EMP101020,82,85,IS,Influencer-Steadiness,ESTJ,93,31,8
EMP101021,48,60,SC,Steadiness-Conscientious,,135,28,10
EMP101022,42,97,DC,Dominant-Conscientious,INTJ,,,10
EMP101023,76,45,,Conscientious-Steadiness,,137,24,5
EMP101024,52,38,ID,Influencer-Dominant,ISFJ,98,23,2
EMP101025,42,83,CS,Conscientious-Steadiness,ISTP,122,24,6
EMP101026,86,91,SC,Steadiness-Conscientious,ISTJ,,,2
EMP101027,89,37,IC,Influencer-Conscientious,ISFJ,140,30,7
EMP101028,65,78,,Conscientious-Steadiness,INFP,130,32,2
EMP101029,22,84,DC,Dominant-Conscientious,ISTJ,103,30,1
EMP101030,86,64,CD,Conscientious-Dominant,ESFJ,,,10
EMP101031,69,50,IC,Influencer-Conscientious,INTP,87,32,3
EMP101032,72,92,IS,Influencer-Steadiness,ENTJ,96,29,4
EMP101033,92,74,ID,Influencer-Dominant,ENTJ,140,32,7
EMP101034,69,23,,Influencer-Dominant,,117,27,10
EMP101035,96,95,ID,Influencer-Dominant,ENFJ,119,25,10
EMP101036,100,99,SC,Steadiness-Conscientious,ENFP,131,22,9
EMP101037,28,58,SC,Steadiness-Conscientious,ENFP,138,22,5
EMP101038,82,100,CS,Conscientious-Steadiness,,124,32,8
EMP101039,72,78,ID,Influencer-Dominant,ISTJ,111,29,2
EMP101040,99,56,IC,Influencer-Conscientious,ISFP,,,1
EMP101041,77,57,CS,Conscientious-Steadiness,INTP,,35,1
EMP101042,62,77,IS,Influencer-Steadiness,INFJ,,,2
EMP101043,50,50,SD,Steadiness-Dominant,ENFJ,,,9
EMP101044,98,22,CI,Conscientious-Influencer,ISTJ,94,41,2
EMP101045,44,62,DC,Dominant-Conscientious,INFP,139,21,9
EMP101046,60,91,IS,Influencer-Steadiness,ISTP,119,35,7
EMP101047,82,80,SI,Steadiness-Influencer,ESFJ,89,23,7
EMP101048,33,45,ID,Influencer-Dominant,INTP,81,30,5
EMP101049,67,70,DI,Dominant-Influencer,ENFP,,,6
EMP101050,47,52,IC,Influencer-Conscientious,ENFJ,91,17,10
EMP101051,52,41,IS,Influencer-Steadiness,ESTP,111,21,6
EMP101052,95,53,DI,Dominant-Influencer,ISFJ,,33,5
EMP101053,74,67,CI,Conscientious-Influencer,ISFJ,133,33,9
EMP101054,88,38,CD,Conscientious-Dominant,,118,28,5
EMP101055,63,69,ID,Influencer-Dominant,ESFJ,118,25,1
EMP101056,76,52,DI,Dominant-Influencer,,,,2
EMP101057,20,99,,Influencer-Conscientious,ENTP,119,28,3
EMP101058,70,21,ID,Influencer-Dominant,ENTJ,110,18,3
EMP101059,24,64,IC,Influencer-Conscientious,ISTP,134,28,1
EMP101060,42,69,CI,Conscientious-Influencer,ISFJ,84,30,7
EMP101061,91,33,IS,Influencer-Steadiness,ENFP,,,2
EMP101062,91,68,CS,Conscientious-Steadiness,ENTP,,,5
EMP101063,54,95,CS,Conscientious-Steadiness,ESFJ,86,31,2
EMP101064,82,61,,Conscientious-Influencer,INFJ,122,25,3
EMP101065,92,98,SI,Steadiness-Influencer,INFP,140,37,5
EMP101066,96,58,SD,Steadiness-Dominant,,85,35,6
EMP101067,34,100,IC,Influencer-Conscientious,INFJ,113,17,9
EMP101068,49,23,DI,Dominant-Influencer,ESFP,,,2
EMP101069,95,42,SD,Steadiness-Dominant,INTP,123,20,7
EMP101070,50,51,CD,Conscientious-Dominant,ESTJ,94,35,7
EMP101071,58,47,IS,Influencer-Steadiness,ENTJ,122,22,2
EMP101072,22,67,CD,Conscientious-Dominant,INTP,138,29,5
EMP101073,93,86,CI,Conscientious-Influencer,ESTJ,,,7
EMP101074,37,23,ID,Influencer-Dominant,ENFP,,,6
EMP101075,26,70,DC,Dominant-Conscientious,ISTP,103,20,10
EMP101076,66,54,SI,Steadiness-Influencer,ENFJ,80,31,10
EMP101077,74,92,IS,Influencer-Steadiness,ESTP,96,21,6
EMP101078,59,54,,Influencer-Conscientious,INTJ,135,14,10
EMP101079,70,90,CS,Conscientious-Steadiness,INTJ,127,27,9
EMP101080,66,37,CS,Conscientious-Steadiness,ISTJ,128,19,7
EMP101081,27,42,ID,Influencer-Dominant,ENFP,124,30,7
EMP101082,29,95,CI,Conscientious-Influencer,ESTJ,94,26,5
EMP101083,58,39,CI,Conscientious-Influencer,ISTP,,,9
EMP101084,48,56,ID,Influencer-Dominant,ENFP,139,32,7
EMP101085,99,54,CS,Conscientious-Steadiness,ENFJ,94,36,10
EMP101086,62,32,CD,Conscientious-Dominant,ENFP,116,22,5
EMP101087,58,71,SD,Steadiness-Dominant,INFJ,81,26,3
EMP101088,99,73,SC,Steadiness-Conscientious,ENFP,114,27,1
EMP101089,95,79,CI,Conscientious-Influencer,INFP,127,17,1
EMP101090,82,48,DS,Dominant-Steadiness,INFP,129,32,4
EMP101091,58,36,CS,Conscientious-Steadiness,,117,31,7
EMP101092,51,30,ID,Influencer-Dominant,INFP,104,16,4
EMP101093,22,64,SD,Steadiness-Dominant,ENTJ,,,1
EMP101094,66,73,SI,Steadiness-Influencer,INTJ,120,27,8
EMP101095,21,34,SC,Steadiness-Conscientious,ESFJ,106,29,2
EMP101096,26,38,SD,Steadiness-Dominant,ENFP,,,6
EMP101097,23,48,SD,Steadiness-Dominant,ENTJ,,,4
EMP101098,96,69,DC,Dominant-Conscientious,ESTP,94,30,3
EMP101099,26,97,IC,Influencer-Conscientious,,113,30,6
EMP101100,50,34,CD,Conscientious-Dominant,ENFJ,124,33,2
EMP101101,86,37,DC,Dominant-Conscientious,ESFP,,,8
EMP101102,73,86,ID,Influencer-Dominant,INTJ,97,20,1
EMP101103,90,71,DI,Dominant-Influencer,INFJ,80,28,1
EMP101104,91,51,DI,Dominant-Influencer,ENFP,120,30,2
EMP101105,51,41,CD,Conscientious-Dominant,ENTP,,,2
EMP101106,60,47,IC,Influencer-Conscientious,ESFJ,,,6
EMP101107,97,66,CD,Conscientious-Dominant,ESTP,89,30,7
EMP101108,96,92,SI,Steadiness-Influencer,ISFJ,110,22,2
EMP101109,31,94,IS,Influencer-Steadiness,ESFP,84,26,1
EMP101110,31,31,CD,Conscientious-Dominant,ENFJ,85,29,8
EMP101111,72,57,,Conscientious-Steadiness,ENTJ,,,3
EMP101112,55,45,DS,Dominant-Steadiness,ISFJ,96,40,5
EMP101113,91,66,SD,Steadiness-Dominant,ESTJ,93,35,5
EMP101114,27,67,IS,Influencer-Steadiness,ENTJ,84,30,10
EMP101115,46,54,CS,Conscientious-Steadiness,INTP,90,26,3
EMP101116,77,59,DI,Dominant-Influencer,ENFP,,29,2
EMP101117,50,20,DS,Dominant-Steadiness,ENFP,,,4
EMP101118,56,88,DI,Dominant-Influencer,ISFJ,81,28,8
EMP101119,82,72,DS,Dominant-Steadiness,INFP,,,8
EMP101120,69,47,DC,Dominant-Conscientious,INTP,97,15,5
EMP101121,60,49,SC,Steadiness-Conscientious,ISFJ,132,35,4
EMP101122,88,68,,Dominant-Conscientious,INTJ,95,19,5
EMP101123,95,64,SI,Steadiness-Influencer,ESFJ,87,23,5
EMP101124,80,35,CD,Conscientious-Dominant,ESFP,,29,9
EMP101125,38,60,IS,Influencer-Steadiness,ESTJ,115,27,10
EMP101126,63,43,ID,Influencer-Dominant,ISTP,80,28,5
EMP101127,78,84,DI,Dominant-Influencer,ESTJ,94,35,10
EMP101128,61,49,DC,Dominant-Conscientious,ISFP,82,40,5
EMP101129,99,79,IC,Influencer-Conscientious,INFJ,101,27,7
EMP101130,49,40,DS,Dominant-Steadiness,ENTJ,104,36,5
EMP101131,67,84,,Conscientious-Steadiness,ISFJ,108,34,9
EMP101132,77,70,CI,Conscientious-Influencer,ESTJ,112,32,4
EMP101133,90,50,CI,Conscientious-Influencer,INTJ,108,33,5
EMP101134,22,80,DI,Dominant-Influencer,INFP,109,31,3
EMP101135,25,40,DS,Dominant-Steadiness,,116,37,3
EMP101136,30,57,DC,Dominant-Conscientious,ISTJ,116,33,1
EMP101137,70,75,DS,Dominant-Steadiness,ESTJ,,,7
EMP101138,25,57,IS,Influencer-Steadiness,ISFP,137,25,3
EMP101139,44,28,CI,Conscientious-Influencer,ENFJ,,,7
EMP101140,53,56,SI,Steadiness-Influencer,ENFJ,128,16,8
EMP101141,66,43,ID,Influencer-Dominant,ISFJ,,26,7
EMP101142,36,57,SI,Steadiness-Influencer,ENFP,113,22,1
EMP101143,42,81,DC,Dominant-Conscientious,ESTP,127,38,3
EMP101144,94,64,SD,Steadiness-Dominant,ENFJ,93,31,4
EMP101145,99,40,DC,Dominant-Conscientious,ISFP,90,35,8
EMP101146,48,46,IC,Influencer-Conscientious,ISTP,,,9
EMP101147,28,20,CD,Conscientious-Dominant,ISTP,111,35,8
EMP101148,20,49,DS,Dominant-Steadiness,,137,34,2
EMP101149,90,93,SC,Steadiness-Conscientious,INTJ,83,20,9
EMP101150,76,53,CI,Conscientious-Influencer,ENTP,118,39,1
EMP101151,49,94,CI,Conscientious-Influencer,ISTP,86,22,9
EMP101152,29,21,SI,Steadiness-Influencer,ENFP,,,8
EMP101153,40,32,,Conscientious-Dominant,INTJ,91,34,5
EMP101154,49,75,SC,Steadiness-Conscientious,ISFP,116,41,2
EMP101155,56,22,CD,Conscientious-Dominant,ESFP,,,1
EMP101156,100,63,IC,Influencer-Conscientious,ESTJ,,25,3
EMP101157,48,69,SC,Steadiness-Conscientious,ENTJ,108,32,1
EMP101158,34,50,DS,Dominant-Steadiness,ENTP,127,30,8
EMP101159,92,66,SC,Steadiness-Conscientious,INTP,111,25,5
EMP101160,78,31,CI,Conscientious-Influencer,ENTP,,,2
EMP101161,26,28,DC,Dominant-Conscientious,,87,30,10
EMP101162,39,59,DS,Dominant-Steadiness,ESFP,86,21,5
EMP101163,26,38,SC,Steadiness-Conscientious,ESFJ,99,31,8
EMP101164,34,68,CD,Conscientious-Dominant,ESTP,104,13,7
EMP101165,37,82,SC,Steadiness-Conscientious,ENTJ,83,29,3
EMP101166,47,60,SC,Steadiness-Conscientious,ESFJ,106,33,9
EMP101167,27,48,IS,Influencer-Steadiness,ENTP,86,30,2
EMP101168,26,92,,Conscientious-Dominant,ENFJ,134,29,8
EMP101169,78,41,SD,Steadiness-Dominant,ISFJ,89,31,8
EMP101170,58,67,SC,Steadiness-Conscientious,ENFJ,127,31,7
EMP101171,84,84,SC,Steadiness-Conscientious,ENFP,,30,5
EMP101172,20,39,ID,Influencer-Dominant,ESFP,,,7
EMP101173,91,82,DS,Dominant-Steadiness,INFJ,81,20,10
EMP101174,45,50,IS,Influencer-Steadiness,ENFP,,,7
EMP101175,36,83,CS,Conscientious-Steadiness,INFJ,80,40,8
EMP101176,25,96,DS,Dominant-Steadiness,INFP,117,25,8
EMP101177,23,40,SI,Steadiness-Influencer,INFJ,,,10
EMP101178,73,54,SC,Steadiness-Conscientious,INFJ,84,15,5
EMP101179,82,25,ID,Influencer-Dominant,ISTJ,117,30,7
EMP101180,85,57,IC,Influencer-Conscientious,ISFP,,,2
EMP101181,43,76,SD,Steadiness-Dominant,INTP,104,20,8
EMP101182,55,35,CI,Conscientious-Influencer,ESFP,115,29,2
EMP101183,38,91,,Steadiness-Influencer,ENTP,118,36,10
EMP101184,52,31,DI,Dominant-Influencer,ISTP,122,37,10
EMP101185,22,35,CI,Conscientious-Influencer,ISFJ,115,31,8
EMP101186,100,85,DS,Dominant-Steadiness,ESFJ,110,20,9
EMP101187,74,67,SC,Steadiness-Conscientious,ISTP,110,33,2
EMP101188,23,67,CI,Conscientious-Influencer,INFP,,,3
EMP101189,78,31,,Influencer-Dominant,ESFP,134,31,8
EMP101190,67,87,SD,Steadiness-Dominant,ENFJ,87,35,2
EMP101191,30,30,,Conscientious-Influencer,ISTJ,140,25,10
EMP101192,35,21,DS,Dominant-Steadiness,ENFP,114,26,10
EMP101193,59,86,DS,Dominant-Steadiness,ENTJ,103,31,6
EMP101194,28,77,,Steadiness-Dominant,,105,30,1
EMP101195,67,74,CI,Conscientious-Influencer,ENFP,,,7
EMP101196,44,89,SI,Steadiness-Influencer,,90,37,3
EMP101197,67,60,IS,Influencer-Steadiness,INFJ,89,25,1
EMP101198,53,55,,Dominant-Influencer,ENTP,82,30,8
EMP101199,73,82,DI,Dominant-Influencer,ENFP,109,30,8
EMP101200,59,51,SC,Steadiness-Conscientious,ISFP,119,35,3
EMP101201,56,95,CI,Conscientious-Influencer,ENFJ,120,32,5
EMP101202,75,55,DC,Dominant-Conscientious,ESFJ,,,7
EMP101203,39,22,CD,Conscientious-Dominant,INTP,88,30,9
EMP101204,98,52,DC,Dominant-Conscientious,ENFJ,,,1
EMP101205,99,24,SD,Steadiness-Dominant,ENTJ,,,7
EMP101206,54,70,DI,Dominant-Influencer,ENFJ,,,10
EMP101207,77,59,SD,Steadiness-Dominant,,130,33,10
EMP101208,67,85,CI,Conscientious-Influencer,ISTJ,,27,4
EMP101209,62,28,IC,Influencer-Conscientious,INFJ,127,26,7
EMP101210,67,87,CD,Conscientious-Dominant,ISTJ,103,25,1
EMP101211,94,62,DI,Dominant-Influencer,ENTJ,137,27,1
EMP101212,71,64,SC,Steadiness-Conscientious,ESFJ,136,39,10
EMP101213,97,80,DI,Dominant-Influencer,INTP,110,28,6
